density_sample_id,hole_id,dataset_id,project_id,campaign_id,from_m,to_m,length_m,density_t_m3
SE-C02-004-D0013,SE-C02-004,DS05,santa_elena,CAMPAIGN_02,301.001394117,302.001394117,1.000000000,2.676309891
SE-C02-005-D0001,SE-C02-005,DS05,santa_elena,CAMPAIGN_02,18.835611077,19.835611077,1.000000000,2.689898090
SE-C02-005-D0002,SE-C02-005,DS05,santa_elena,CAMPAIGN_02,43.835611077,44.835611077,1.000000000,2.747066451
SE-C02-005-D0003,SE-C02-005,DS05,santa_elena,CAMPAIGN_02,68.835611077,69.835611077,1.000000000,2.730872358
SE-C02-005-D0004,SE-C02-005,DS05,santa_elena,CAMPAIGN_02,93.835611077,94.835611077,1.000000000,2.671565979
SE-C02-005-D0005,SE-C02-005,DS05,santa_elena,CAMPAIGN_02,118.835611077,119.835611077,1.000000000,2.731579603
SE-C02-005-D0006,SE-C02-005,DS05,santa_elena,CAMPAIGN_02,143.835611077,144.835611077,1.000000000,2.700510230
SE-C02-005-D0007,SE-C02-005,DS05,santa_elena,CAMPAIGN_02,168.835611077,169.835611077,1.000000000,2.732976759
SE-C02-005-D0008,SE-C02-005,DS05,santa_elena,CAMPAIGN_02,193.835611077,194.835611077,1.000000000,2.716498475
SE-C02-005-D0009,SE-C02-005,DS05,santa_elena,CAMPAIGN_02,218.835611077,219.835611077,1.000000000,2.707101784
SE-C02-005-D0010,SE-C02-005,DS05,santa_elena,CAMPAIGN_02,243.835611077,244.835611077,1.000000000,2.656790566
SE-C02-005-D0011,SE-C02-005,DS05,santa_elena,CAMPAIGN_02,268.835611077,269.835611077,1.000000000,2.656288369
SE-C02-005-D0012,SE-C02-005,DS05,santa_elena,CAMPAIGN_02,293.835611077,294.835611077,1.000000000,2.680346725
SE-C02-005-D0013,SE-C02-005,DS05,santa_elena,CAMPAIGN_02,318.835611077,319.835611077,1.000000000,2.627946056
SE-C02-005-D0014,SE-C02-005,DS05,santa_elena,CAMPAIGN_02,343.835611077,344.835611077,1.000000000,2.684706267
SE-C02-005-D0015,SE-C02-005,DS05,santa_elena,CAMPAIGN_02,368.835611077,369.835611077,1.000000000,2.689909997
SE-C02-005-D0016,SE-C02-005,DS05,santa_elena,CAMPAIGN_02,393.835611077,394.835611077,1.000000000,2.683954291
SE-C02-005-D0017,SE-C02-005,DS05,santa_elena,CAMPAIGN_02,418.835611077,419.835611077,1.000000000,2.652949303
SE-C02-006-D0001,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,21.408047369,22.408047369,1.000000000,2.625058303
SE-C02-006-D0002,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,46.408047369,47.408047369,1.000000000,2.615755360
SE-C02-006-D0003,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,71.408047369,72.408047369,1.000000000,2.631339633
SE-C02-006-D0004,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,96.408047369,97.408047369,1.000000000,2.619002610
SE-C02-006-D0005,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,121.408047369,122.408047369,1.000000000,2.660560663
SE-C02-006-D0006,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,146.408047369,147.408047369,1.000000000,2.638980682
SE-C02-006-D0007,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,171.408047369,172.408047369,1.000000000,2.671189841
SE-C02-006-D0008,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,196.408047369,197.408047369,1.000000000,2.639968278
SE-C02-007-D0001,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,1.406808505,2.406808505,1.000000000,2.181034462
SE-C02-007-D0002,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,26.406808505,27.406808505,1.000000000,2.667970850
SE-C02-007-D0003,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,51.406808505,52.406808505,1.000000000,2.658775138
SE-C02-007-D0004,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,76.406808505,77.406808505,1.000000000,2.652907962
SE-C02-007-D0005,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,101.406808505,102.406808505,1.000000000,2.650914748
SE-C02-007-D0006,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,126.406808505,127.406808505,1.000000000,2.596518854
SE-C02-007-D0007,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,151.406808505,152.406808505,1.000000000,2.589730995
SE-C02-007-D0008,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,176.406808505,177.406808505,1.000000000,2.544413034
SE-C02-007-D0009,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,201.406808505,202.406808505,1.000000000,2.548357384
SE-C02-008-D0001,SE-C02-008,DS05,santa_elena,CAMPAIGN_02,7.159746055,8.159746055,1.000000000,2.224164075
SE-C02-008-D0002,SE-C02-008,DS05,santa_elena,CAMPAIGN_02,32.159746055,33.159746055,1.000000000,2.694380947
SE-C02-008-D0003,SE-C02-008,DS05,santa_elena,CAMPAIGN_02,57.159746055,58.159746055,1.000000000,2.670079482
SE-C02-008-D0004,SE-C02-008,DS05,santa_elena,CAMPAIGN_02,82.159746055,83.159746055,1.000000000,2.624260559
SE-C02-008-D0005,SE-C02-008,DS05,santa_elena,CAMPAIGN_02,107.159746055,108.159746055,1.000000000,2.701468813
SE-C02-008-D0006,SE-C02-008,DS05,santa_elena,CAMPAIGN_02,132.159746055,133.159746055,1.000000000,2.621542524
SE-C02-008-D0007,SE-C02-008,DS05,santa_elena,CAMPAIGN_02,157.159746055,158.159746055,1.000000000,2.602443688
SE-C02-008-D0008,SE-C02-008,DS05,santa_elena,CAMPAIGN_02,182.159746055,183.159746055,1.000000000,2.639391149
SE-C02-008-D0009,SE-C02-008,DS05,santa_elena,CAMPAIGN_02,207.159746055,208.159746055,1.000000000,2.550523579
SE-C02-008-D0010,SE-C02-008,DS05,santa_elena,CAMPAIGN_02,232.159746055,233.159746055,1.000000000,2.584846634
SE-C02-009-D0001,SE-C02-009,DS05,santa_elena,CAMPAIGN_02,20.893295959,21.893295959,1.000000000,2.723586459
SE-C02-009-D0002,SE-C02-009,DS05,santa_elena,CAMPAIGN_02,45.893295959,46.893295959,1.000000000,2.690977485
SE-C02-009-D0003,SE-C02-009,DS05,santa_elena,CAMPAIGN_02,70.893295959,71.893295959,1.000000000,2.638316717
SE-C02-009-D0004,SE-C02-009,DS05,santa_elena,CAMPAIGN_02,95.893295959,96.893295959,1.000000000,2.674697984
SE-C02-009-D0005,SE-C02-009,DS05,santa_elena,CAMPAIGN_02,120.893295959,121.893295959,1.000000000,2.670189462
SE-C02-009-D0006,SE-C02-009,DS05,santa_elena,CAMPAIGN_02,145.893295959,146.893295959,1.000000000,2.651503048
SE-C02-009-D0007,SE-C02-009,DS05,santa_elena,CAMPAIGN_02,170.893295959,171.893295959,1.000000000,2.693687416
SE-C02-009-D0008,SE-C02-009,DS05,santa_elena,CAMPAIGN_02,195.893295959,196.893295959,1.000000000,2.647181333
SE-C02-009-D0009,SE-C02-009,DS05,santa_elena,CAMPAIGN_02,220.893295959,221.893295959,1.000000000,2.673059882
SE-C02-009-D0010,SE-C02-009,DS05,santa_elena,CAMPAIGN_02,245.893295959,246.893295959,1.000000000,2.680543810
SE-C02-009-D0011,SE-C02-009,DS05,santa_elena,CAMPAIGN_02,270.893295959,271.893295959,1.000000000,2.655723556
SE-C02-010-D0001,SE-C02-010,DS05,santa_elena,CAMPAIGN_02,0.392259697,1.392259697,1.000000000,2.195075807
SE-C02-010-D0002,SE-C02-010,DS05,santa_elena,CAMPAIGN_02,25.392259697,26.392259697,1.000000000,2.710276649
SE-C02-010-D0003,SE-C02-010,DS05,santa_elena,CAMPAIGN_02,50.392259697,51.392259697,1.000000000,2.697570660
SE-C02-010-D0004,SE-C02-010,DS05,santa_elena,CAMPAIGN_02,75.392259697,76.392259697,1.000000000,2.731404266
SE-C02-010-D0005,SE-C02-010,DS05,santa_elena,CAMPAIGN_02,100.392259697,101.392259697,1.000000000,2.728051556
SE-C02-010-D0006,SE-C02-010,DS05,santa_elena,CAMPAIGN_02,125.392259697,126.392259697,1.000000000,2.723226212
SE-C02-010-D0007,SE-C02-010,DS05,santa_elena,CAMPAIGN_02,150.392259697,151.392259697,1.000000000,2.650087900
SE-C02-010-D0008,SE-C02-010,DS05,santa_elena,CAMPAIGN_02,175.392259697,176.392259697,1.000000000,2.658178435
SE-C02-010-D0009,SE-C02-010,DS05,santa_elena,CAMPAIGN_02,200.392259697,201.392259697,1.000000000,2.655725065
SE-C02-010-D0010,SE-C02-010,DS05,santa_elena,CAMPAIGN_02,225.392259697,226.392259697,1.000000000,2.663071863
SE-C02-010-D0011,SE-C02-010,DS05,santa_elena,CAMPAIGN_02,250.392259697,251.392259697,1.000000000,2.610801913
SE-C02-010-D0012,SE-C02-010,DS05,santa_elena,CAMPAIGN_02,275.392259697,276.392259697,1.000000000,2.671189636
SE-C02-010-D0013,SE-C02-010,DS05,santa_elena,CAMPAIGN_02,300.392259697,301.392259697,1.000000000,2.676238115
SE-C02-010-D0014,SE-C02-010,DS05,santa_elena,CAMPAIGN_02,325.392259697,326.392259697,1.000000000,2.659952634
SE-C02-010-D0015,SE-C02-010,DS05,santa_elena,CAMPAIGN_02,350.392259697,351.392259697,1.000000000,2.674906064
SE-C02-011-D0001,SE-C02-011,DS05,santa_elena,CAMPAIGN_02,17.120963549,18.120963549,1.000000000,2.650979292
SE-C02-011-D0002,SE-C02-011,DS05,santa_elena,CAMPAIGN_02,42.120963549,43.120963549,1.000000000,2.640976008
SE-C02-011-D0003,SE-C02-011,DS05,santa_elena,CAMPAIGN_02,67.120963549,68.120963549,1.000000000,2.629384330
SE-C02-011-D0004,SE-C02-011,DS05,santa_elena,CAMPAIGN_02,92.120963549,93.120963549,1.000000000,2.650170398
SE-C02-011-D0005,SE-C02-011,DS05,santa_elena,CAMPAIGN_02,117.120963549,118.120963549,1.000000000,2.622143833
SE-C02-011-D0006,SE-C02-011,DS05,santa_elena,CAMPAIGN_02,142.120963549,143.120963549,1.000000000,2.617460465
SE-C02-011-D0007,SE-C02-011,DS05,santa_elena,CAMPAIGN_02,167.120963549,168.120963549,1.000000000,2.665476209
SE-C02-011-D0008,SE-C02-011,DS05,santa_elena,CAMPAIGN_02,192.120963549,193.120963549,1.000000000,2.656543993
SE-C02-012-D0001,SE-C02-012,DS05,santa_elena,CAMPAIGN_02,13.072241054,14.072241054,1.000000000,2.643247343
SE-C02-012-D0002,SE-C02-012,DS05,santa_elena,CAMPAIGN_02,38.072241054,39.072241054,1.000000000,2.636295630
SE-C02-012-D0003,SE-C02-012,DS05,santa_elena,CAMPAIGN_02,63.072241054,64.072241054,1.000000000,2.624234426
SE-C02-012-D0004,SE-C02-012,DS05,santa_elena,CAMPAIGN_02,88.072241054,89.072241054,1.000000000,2.639272599
SE-C02-012-D0005,SE-C02-012,DS05,santa_elena,CAMPAIGN_02,113.072241054,114.072241054,1.000000000,2.586555263
SE-C02-012-D0006,SE-C02-012,DS05,santa_elena,CAMPAIGN_02,138.072241054,139.072241054,1.000000000,2.618867824
SE-C02-012-D0007,SE-C02-012,DS05,santa_elena,CAMPAIGN_02,163.072241054,164.072241054,1.000000000,2.535879343
SE-C02-012-D0008,SE-C02-012,DS05,santa_elena,CAMPAIGN_02,188.072241054,189.072241054,1.000000000,2.575425079
SE-C02-013-D0001,SE-C02-013,DS05,santa_elena,CAMPAIGN_02,22.836112248,23.836112248,1.000000000,2.677229952
SE-C02-013-D0002,SE-C02-013,DS05,santa_elena,CAMPAIGN_02,47.836112248,48.836112248,1.000000000,2.668874418
SE-C02-013-D0003,SE-C02-013,DS05,santa_elena,CAMPAIGN_02,72.836112248,73.836112248,1.000000000,2.648245933
SE-C02-013-D0004,SE-C02-013,DS05,santa_elena,CAMPAIGN_02,97.836112248,98.836112248,1.000000000,2.637051104
SE-C02-013-D0005,SE-C02-013,DS05,santa_elena,CAMPAIGN_02,122.836112248,123.836112248,1.000000000,2.672983928
SE-C02-013-D0006,SE-C02-013,DS05,santa_elena,CAMPAIGN_02,147.836112248,148.836112248,1.000000000,2.656504904
SE-C02-013-D0007,SE-C02-013,DS05,santa_elena,CAMPAIGN_02,172.836112248,173.836112248,1.000000000,2.628365966
SE-C02-013-D0008,SE-C02-013,DS05,santa_elena,CAMPAIGN_02,197.836112248,198.836112248,1.000000000,2.608593315
SE-C02-013-D0009,SE-C02-013,DS05,santa_elena,CAMPAIGN_02,222.836112248,223.836112248,1.000000000,2.601053348
SE-C02-014-D0001,SE-C02-014,DS05,santa_elena,CAMPAIGN_02,19.254976966,20.254976966,1.000000000,2.681358681
SE-C02-014-D0002,SE-C02-014,DS05,santa_elena,CAMPAIGN_02,44.254976966,45.254976966,1.000000000,2.666645769
SE-C02-014-D0003,SE-C02-014,DS05,santa_elena,CAMPAIGN_02,69.254976966,70.254976966,1.000000000,2.634802817
SE-C02-014-D0004,SE-C02-014,DS05,santa_elena,CAMPAIGN_02,94.254976966,95.254976966,1.000000000,2.666649867
SE-C02-014-D0005,SE-C02-014,DS05,santa_elena,CAMPAIGN_02,119.254976966,120.254976966,1.000000000,2.699233398
SE-C02-014-D0006,SE-C02-014,DS05,santa_elena,CAMPAIGN_02,144.254976966,145.254976966,1.000000000,2.671787172
SE-C02-014-D0007,SE-C02-014,DS05,santa_elena,CAMPAIGN_02,169.254976966,170.254976966,1.000000000,2.663886616
SE-C02-014-D0008,SE-C02-014,DS05,santa_elena,CAMPAIGN_02,194.254976966,195.254976966,1.000000000,2.653109273
SE-C02-014-D0009,SE-C02-014,DS05,santa_elena,CAMPAIGN_02,219.254976966,220.254976966,1.000000000,2.635415371
SE-C02-014-D0010,SE-C02-014,DS05,santa_elena,CAMPAIGN_02,244.254976966,245.254976966,1.000000000,2.692605809
SE-C02-015-D0001,SE-C02-015,DS05,santa_elena,CAMPAIGN_02,6.442484988,7.442484988,1.000000000,2.218101055
SE-C02-015-D0002,SE-C02-015,DS05,santa_elena,CAMPAIGN_02,31.442484988,32.442484988,1.000000000,2.753950382
SE-C02-015-D0003,SE-C02-015,DS05,santa_elena,CAMPAIGN_02,56.442484988,57.442484988,1.000000000,2.697463003
SE-C02-015-D0004,SE-C02-015,DS05,santa_elena,CAMPAIGN_02,81.442484988,82.442484988,1.000000000,2.713134734
SE-C02-015-D0005,SE-C02-015,DS05,santa_elena,CAMPAIGN_02,106.442484988,107.442484988,1.000000000,2.748638312
SE-C02-015-D0006,SE-C02-015,DS05,santa_elena,CAMPAIGN_02,131.442484988,132.442484988,1.000000000,2.666323765
SE-C02-015-D0007,SE-C02-015,DS05,santa_elena,CAMPAIGN_02,156.442484988,157.442484988,1.000000000,2.685992268
SE-C02-015-D0008,SE-C02-015,DS05,santa_elena,CAMPAIGN_02,181.442484988,182.442484988,1.000000000,2.689948482
SE-C02-015-D0009,SE-C02-015,DS05,santa_elena,CAMPAIGN_02,206.442484988,207.442484988,1.000000000,2.691321579
SE-C02-015-D0010,SE-C02-015,DS05,santa_elena,CAMPAIGN_02,231.442484988,232.442484988,1.000000000,2.644785010
SE-C02-015-D0011,SE-C02-015,DS05,santa_elena,CAMPAIGN_02,256.442484988,257.442484988,1.000000000,2.659714422
SE-C02-015-D0012,SE-C02-015,DS05,santa_elena,CAMPAIGN_02,281.442484988,282.442484988,1.000000000,2.642303229
SE-C02-015-D0013,SE-C02-015,DS05,santa_elena,CAMPAIGN_02,306.442484988,307.442484988,1.000000000,2.637171637
SE-C02-016-D0001,SE-C02-016,DS05,santa_elena,CAMPAIGN_02,7.158825180,8.158825180,1.000000000,2.192698622
SE-C02-016-D0002,SE-C02-016,DS05,santa_elena,CAMPAIGN_02,32.158825180,33.158825180,1.000000000,2.622064769
SE-C02-016-D0003,SE-C02-016,DS05,santa_elena,CAMPAIGN_02,57.158825180,58.158825180,1.000000000,2.628860157
SE-C02-016-D0004,SE-C02-016,DS05,santa_elena,CAMPAIGN_02,82.158825180,83.158825180,1.000000000,2.634712034
SE-C02-016-D0005,SE-C02-016,DS05,santa_elena,CAMPAIGN_02,107.158825180,108.158825180,1.000000000,2.638221896
SE-C02-016-D0006,SE-C02-016,DS05,santa_elena,CAMPAIGN_02,132.158825180,133.158825180,1.000000000,2.616898260
SE-C02-016-D0007,SE-C02-016,DS05,santa_elena,CAMPAIGN_02,157.158825180,158.158825180,1.000000000,2.648052603
SE-C02-016-D0008,SE-C02-016,DS05,santa_elena,CAMPAIGN_02,182.158825180,183.158825180,1.000000000,2.651484543
SE-C02-016-D0009,SE-C02-016,DS05,santa_elena,CAMPAIGN_02,207.158825180,208.158825180,1.000000000,2.657047821
SE-C02-017-D0001,SE-C02-017,DS05,santa_elena,CAMPAIGN_02,13.591097650,14.591097650,1.000000000,2.644688945
SE-C02-017-D0002,SE-C02-017,DS05,santa_elena,CAMPAIGN_02,38.591097650,39.591097650,1.000000000,2.648465226
SE-C02-017-D0003,SE-C02-017,DS05,santa_elena,CAMPAIGN_02,63.591097650,64.591097650,1.000000000,2.637689273
SE-C02-017-D0004,SE-C02-017,DS05,santa_elena,CAMPAIGN_02,88.591097650,89.591097650,1.000000000,2.592864639
SE-C02-017-D0005,SE-C02-017,DS05,santa_elena,CAMPAIGN_02,113.591097650,114.591097650,1.000000000,2.581087309
SE-C02-017-D0006,SE-C02-017,DS05,santa_elena,CAMPAIGN_02,138.591097650,139.591097650,1.000000000,2.644943154
SE-C02-017-D0007,SE-C02-017,DS05,santa_elena,CAMPAIGN_02,163.591097650,164.591097650,1.000000000,2.641362554
SE-C02-017-D0008,SE-C02-017,DS05,santa_elena,CAMPAIGN_02,188.591097650,189.591097650,1.000000000,2.605775142
SE-C02-018-D0001,SE-C02-018,DS05,santa_elena,CAMPAIGN_02,21.359997359,22.359997359,1.000000000,2.692117518
SE-C02-018-D0002,SE-C02-018,DS05,santa_elena,CAMPAIGN_02,46.359997359,47.359997359,1.000000000,2.648118758
SE-C02-018-D0003,SE-C02-018,DS05,santa_elena,CAMPAIGN_02,71.359997359,72.359997359,1.000000000,2.692828888
SE-C02-018-D0004,SE-C02-018,DS05,santa_elena,CAMPAIGN_02,96.359997359,97.359997359,1.000000000,2.651030249
SE-C02-018-D0005,SE-C02-018,DS05,santa_elena,CAMPAIGN_02,121.359997359,122.359997359,1.000000000,2.685773034
SE-C02-018-D0006,SE-C02-018,DS05,santa_elena,CAMPAIGN_02,146.359997359,147.359997359,1.000000000,2.636747134
SE-C02-018-D0007,SE-C02-018,DS05,santa_elena,CAMPAIGN_02,171.359997359,172.359997359,1.000000000,2.679125566
SE-C02-018-D0008,SE-C02-018,DS05,santa_elena,CAMPAIGN_02,196.359997359,197.359997359,1.000000000,2.694360953
SE-C02-019-D0001,SE-C02-019,DS05,santa_elena,CAMPAIGN_02,16.138929856,17.138929856,1.000000000,2.697580454
SE-C02-019-D0002,SE-C02-019,DS05,santa_elena,CAMPAIGN_02,41.138929856,42.138929856,1.000000000,2.747747226
SE-C02-019-D0003,SE-C02-019,DS05,santa_elena,CAMPAIGN_02,66.138929856,67.138929856,1.000000000,2.725045168
SE-C02-019-D0004,SE-C02-019,DS05,santa_elena,CAMPAIGN_02,91.138929856,92.138929856,1.000000000,2.699461242
SE-C02-019-D0005,SE-C02-019,DS05,santa_elena,CAMPAIGN_02,116.138929856,117.138929856,1.000000000,2.687561230
SE-C02-019-D0006,SE-C02-019,DS05,santa_elena,CAMPAIGN_02,141.138929856,142.138929856,1.000000000,2.667667140
SE-C02-019-D0007,SE-C02-019,DS05,santa_elena,CAMPAIGN_02,166.138929856,167.138929856,1.000000000,2.688507960
SE-C02-019-D0008,SE-C02-019,DS05,santa_elena,CAMPAIGN_02,191.138929856,192.138929856,1.000000000,2.677181469
SE-C02-019-D0009,SE-C02-019,DS05,santa_elena,CAMPAIGN_02,216.138929856,217.138929856,1.000000000,2.662647468
SE-C02-019-D0010,SE-C02-019,DS05,santa_elena,CAMPAIGN_02,241.138929856,242.138929856,1.000000000,2.651086513
SE-C02-020-D0001,SE-C02-020,DS05,santa_elena,CAMPAIGN_02,21.387502266,22.387502266,1.000000000,2.738444952
SE-C02-020-D0002,SE-C02-020,DS05,santa_elena,CAMPAIGN_02,46.387502266,47.387502266,1.000000000,2.713723829
SE-C02-020-D0003,SE-C02-020,DS05,santa_elena,CAMPAIGN_02,71.387502266,72.387502266,1.000000000,2.734317113
SE-C02-020-D0004,SE-C02-020,DS05,santa_elena,CAMPAIGN_02,96.387502266,97.387502266,1.000000000,2.733003986
SE-C02-020-D0005,SE-C02-020,DS05,santa_elena,CAMPAIGN_02,121.387502266,122.387502266,1.000000000,2.712994095
SE-C02-020-D0006,SE-C02-020,DS05,santa_elena,CAMPAIGN_02,146.387502266,147.387502266,1.000000000,2.719889781
SE-C02-020-D0007,SE-C02-020,DS05,santa_elena,CAMPAIGN_02,171.387502266,172.387502266,1.000000000,2.722641773
SE-C02-020-D0008,SE-C02-020,DS05,santa_elena,CAMPAIGN_02,196.387502266,197.387502266,1.000000000,2.699901485
SE-C02-020-D0009,SE-C02-020,DS05,santa_elena,CAMPAIGN_02,221.387502266,222.387502266,1.000000000,2.644244989
SE-C02-020-D0010,SE-C02-020,DS05,santa_elena,CAMPAIGN_02,246.387502266,247.387502266,1.000000000,2.667873766
SE-C02-020-D0011,SE-C02-020,DS05,santa_elena,CAMPAIGN_02,271.387502266,272.387502266,1.000000000,2.668827165
SE-C02-020-D0012,SE-C02-020,DS05,santa_elena,CAMPAIGN_02,296.387502266,297.387502266,1.000000000,2.652267262
SE-C03-001-D0001,SE-C03-001,DS05,santa_elena,CAMPAIGN_03,21.673548847,22.673548847,1.000000000,2.652922751
SE-C03-001-D0002,SE-C03-001,DS05,santa_elena,CAMPAIGN_03,46.673548847,47.673548847,1.000000000,2.645855003
SE-C03-001-D0003,SE-C03-001,DS05,santa_elena,CAMPAIGN_03,71.673548847,72.673548847,1.000000000,2.671551517
SE-C03-001-D0004,SE-C03-001,DS05,santa_elena,CAMPAIGN_03,96.673548847,97.673548847,1.000000000,2.650006868
SE-C03-001-D0005,SE-C03-001,DS05,santa_elena,CAMPAIGN_03,121.673548847,122.673548847,1.000000000,2.625774635
SE-C03-001-D0006,SE-C03-001,DS05,santa_elena,CAMPAIGN_03,146.673548847,147.673548847,1.000000000,2.667073656
SE-C03-001-D0007,SE-C03-001,DS05,santa_elena,CAMPAIGN_03,171.673548847,172.673548847,1.000000000,2.621266803
SE-C03-001-D0008,SE-C03-001,DS05,santa_elena,CAMPAIGN_03,196.673548847,197.673548847,1.000000000,2.655816205
SE-C03-002-D0001,SE-C03-002,DS05,santa_elena,CAMPAIGN_03,21.570519908,22.570519908,1.000000000,2.661057526
SE-C03-002-D0002,SE-C03-002,DS05,santa_elena,CAMPAIGN_03,46.570519908,47.570519908,1.000000000,2.667066515
SE-C03-002-D0003,SE-C03-002,DS05,santa_elena,CAMPAIGN_03,71.570519908,72.570519908,1.000000000,2.678942812
SE-C03-002-D0004,SE-C03-002,DS05,santa_elena,CAMPAIGN_03,96.570519908,97.570519908,1.000000000,2.665081130
SE-C03-002-D0005,SE-C03-002,DS05,santa_elena,CAMPAIGN_03,121.570519908,122.570519908,1.000000000,2.661956074
SE-C03-002-D0006,SE-C03-002,DS05,santa_elena,CAMPAIGN_03,146.570519908,147.570519908,1.000000000,2.633127734
SE-C03-002-D0007,SE-C03-002,DS05,santa_elena,CAMPAIGN_03,171.570519908,172.570519908,1.000000000,2.641504918
SE-C03-002-D0008,SE-C03-002,DS05,santa_elena,CAMPAIGN_03,196.570519908,197.570519908,1.000000000,2.665455790
SE-C03-003-D0001,SE-C03-003,DS05,santa_elena,CAMPAIGN_03,2.982060064,3.982060064,1.000000000,2.185408328
SE-C03-003-D0002,SE-C03-003,DS05,santa_elena,CAMPAIGN_03,27.982060064,28.982060064,1.000000000,2.662163430
SE-C03-003-D0003,SE-C03-003,DS05,santa_elena,CAMPAIGN_03,52.982060064,53.982060064,1.000000000,2.605873823
SE-C03-003-D0004,SE-C03-003,DS05,santa_elena,CAMPAIGN_03,77.982060064,78.982060064,1.000000000,2.638332876
SE-C03-003-D0005,SE-C03-003,DS05,santa_elena,CAMPAIGN_03,102.982060064,103.982060064,1.000000000,2.650979436
SE-C03-003-D0006,SE-C03-003,DS05,santa_elena,CAMPAIGN_03,127.982060064,128.982060064,1.000000000,2.632030566
SE-C03-003-D0007,SE-C03-003,DS05,santa_elena,CAMPAIGN_03,152.982060064,153.982060064,1.000000000,2.573900440
SE-C03-003-D0008,SE-C03-003,DS05,santa_elena,CAMPAIGN_03,177.982060064,178.982060064,1.000000000,2.549239872
SE-C03-003-D0009,SE-C03-003,DS05,santa_elena,CAMPAIGN_03,202.982060064,203.982060064,1.000000000,2.582357352
SE-C03-003-D0010,SE-C03-003,DS05,santa_elena,CAMPAIGN_03,227.982060064,228.982060064,1.000000000,2.613857470
SE-C03-004-D0001,SE-C03-004,DS05,santa_elena,CAMPAIGN_03,7.860573177,8.860573177,1.000000000,2.148175384
SE-C03-004-D0002,SE-C03-004,DS05,santa_elena,CAMPAIGN_03,32.860573177,33.860573177,1.000000000,2.646042663
SE-C03-004-D0003,SE-C03-004,DS05,santa_elena,CAMPAIGN_03,57.860573177,58.860573177,1.000000000,2.662682213
SE-C03-004-D0004,SE-C03-004,DS05,santa_elena,CAMPAIGN_03,82.860573177,83.860573177,1.000000000,2.629050266
SE-C03-004-D0005,SE-C03-004,DS05,santa_elena,CAMPAIGN_03,107.860573177,108.860573177,1.000000000,2.628351905
SE-C03-004-D0006,SE-C03-004,DS05,santa_elena,CAMPAIGN_03,132.860573177,133.860573177,1.000000000,2.588642834
SE-C03-004-D0007,SE-C03-004,DS05,santa_elena,CAMPAIGN_03,157.860573177,158.860573177,1.000000000,2.602163173
SE-C03-004-D0008,SE-C03-004,DS05,santa_elena,CAMPAIGN_03,182.860573177,183.860573177,1.000000000,2.565224223
SE-C03-004-D0009,SE-C03-004,DS05,santa_elena,CAMPAIGN_03,207.860573177,208.860573177,1.000000000,2.623823685
SE-C03-005-D0001,SE-C03-005,DS05,santa_elena,CAMPAIGN_03,12.852141525,13.852141525,1.000000000,2.722266442
SE-C03-005-D0002,SE-C03-005,DS05,santa_elena,CAMPAIGN_03,37.852141525,38.852141525,1.000000000,2.681923274
SE-C03-005-D0003,SE-C03-005,DS05,santa_elena,CAMPAIGN_03,62.852141525,63.852141525,1.000000000,2.666467358
SE-C03-005-D0004,SE-C03-005,DS05,santa_elena,CAMPAIGN_03,87.852141525,88.852141525,1.000000000,2.696252226
SE-C03-005-D0005,SE-C03-005,DS05,santa_elena,CAMPAIGN_03,112.852141525,113.852141525,1.000000000,2.680837031
SE-C03-005-D0006,SE-C03-005,DS05,santa_elena,CAMPAIGN_03,137.852141525,138.852141525,1.000000000,2.674561259
SE-C03-005-D0007,SE-C03-005,DS05,santa_elena,CAMPAIGN_03,162.852141525,163.852141525,1.000000000,2.678436978
SE-C03-005-D0008,SE-C03-005,DS05,santa_elena,CAMPAIGN_03,187.852141525,188.852141525,1.000000000,2.620006677
SE-C03-005-D0009,SE-C03-005,DS05,santa_elena,CAMPAIGN_03,212.852141525,213.852141525,1.000000000,2.641526650
SE-C03-005-D0010,SE-C03-005,DS05,santa_elena,CAMPAIGN_03,237.852141525,238.852141525,1.000000000,2.619371966
SE-C03-005-D0011,SE-C03-005,DS05,santa_elena,CAMPAIGN_03,262.852141525,263.852141525,1.000000000,2.610614119
SE-C03-006-D0001,SE-C03-006,DS05,santa_elena,CAMPAIGN_03,7.932280561,8.932280561,1.000000000,2.203401432
SE-C03-006-D0002,SE-C03-006,DS05,santa_elena,CAMPAIGN_03,32.932280561,33.932280561,1.000000000,2.658823113
