sample_id,hole_id,dataset_id,project_id,campaign_id,from_m,to_m,length_m,cu_pct,mo_pct,au_gt
SE-C01-009-A0012,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,22.000000000,24.000000000,2.000000000,0.051826623,0.000000000,0.000000000
SE-C01-009-A0013,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,24.000000000,26.000000000,2.000000000,0.057803787,0.000000000,0.000000000
SE-C01-009-A0014,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,26.000000000,28.000000000,2.000000000,0.053952015,0.000000000,0.000000000
SE-C01-009-A0015,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,28.000000000,30.000000000,2.000000000,0.060193646,0.000000000,0.000000000
SE-C01-009-A0016,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,30.000000000,32.000000000,2.000000000,0.055071137,0.000000000,0.000000000
SE-C01-009-A0017,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,32.000000000,34.000000000,2.000000000,0.055890332,0.000000000,0.000000000
SE-C01-009-A0018,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,34.000000000,36.000000000,2.000000000,0.057231230,0.000000000,0.000000000
SE-C01-009-A0019,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,36.000000000,38.000000000,2.000000000,0.057167741,0.000000000,0.000000000
SE-C01-009-A0020,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,38.000000000,40.000000000,2.000000000,0.059350478,0.000000000,0.000000000
SE-C01-009-A0021,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,40.000000000,42.000000000,2.000000000,0.063782369,0.000000000,0.000000000
SE-C01-009-A0022,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,42.000000000,44.000000000,2.000000000,0.063450877,0.000000000,0.000000000
SE-C01-009-A0023,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,44.000000000,46.000000000,2.000000000,0.063750678,0.000000000,0.000000000
SE-C01-009-A0024,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,46.000000000,48.000000000,2.000000000,0.063096380,0.000000000,0.000000000
SE-C01-009-A0025,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,48.000000000,50.000000000,2.000000000,0.065712291,0.000000000,0.000000000
SE-C01-009-A0026,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,50.000000000,52.000000000,2.000000000,0.064945508,0.000000000,0.000000000
SE-C01-009-A0027,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,52.000000000,54.000000000,2.000000000,0.071352126,0.000000000,0.000000000
SE-C01-009-A0028,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,54.000000000,56.000000000,2.000000000,0.064287703,0.000000000,0.000000000
SE-C01-009-A0029,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,56.000000000,58.000000000,2.000000000,0.068370964,0.000000000,0.000000000
SE-C01-009-A0030,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,58.000000000,60.000000000,2.000000000,0.068274675,0.000000000,0.000000000
SE-C01-009-A0031,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,60.000000000,62.000000000,2.000000000,0.066287228,0.000000000,0.000000000
SE-C01-009-A0032,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,62.000000000,64.000000000,2.000000000,0.059624604,0.000000000,0.000000000
SE-C01-009-A0033,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,64.000000000,66.000000000,2.000000000,0.065765856,0.000000000,0.000000000
SE-C01-009-A0034,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,66.000000000,68.000000000,2.000000000,0.066367597,0.000000000,0.000000000
SE-C01-009-A0035,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,68.000000000,70.000000000,2.000000000,0.068730096,0.000000000,0.000000000
SE-C01-009-A0036,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,70.000000000,72.000000000,2.000000000,0.066360300,0.000000000,0.000000000
SE-C01-009-A0037,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,72.000000000,74.000000000,2.000000000,0.070881051,0.000000000,0.000000000
SE-C01-009-A0038,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,74.000000000,76.000000000,2.000000000,0.069292546,0.000000000,0.000000000
SE-C01-009-A0039,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,76.000000000,78.000000000,2.000000000,0.074149262,0.000000000,0.000000000
SE-C01-009-A0040,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,78.000000000,80.000000000,2.000000000,0.067255752,0.000000000,0.000000000
SE-C01-009-A0041,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,80.000000000,82.000000000,2.000000000,0.067699463,0.000000000,0.000000000
SE-C01-009-A0042,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,82.000000000,84.000000000,2.000000000,0.064482403,0.000000000,0.000000000
SE-C01-009-A0043,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,84.000000000,86.000000000,2.000000000,0.070112025,0.000000000,0.000000000
SE-C01-009-A0044,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,86.000000000,88.000000000,2.000000000,0.070272867,0.000000000,0.000000000
SE-C01-009-A0045,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,88.000000000,90.000000000,2.000000000,0.066070388,0.000000000,0.000000000
SE-C01-009-A0046,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,90.000000000,92.000000000,2.000000000,0.069371064,0.000000000,0.000000000
SE-C01-009-A0047,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,92.000000000,94.000000000,2.000000000,0.074725452,0.000000000,0.000000000
SE-C01-009-A0048,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,94.000000000,96.000000000,2.000000000,0.068743423,0.000000000,0.000000000
SE-C01-009-A0049,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,96.000000000,98.000000000,2.000000000,0.068195695,0.000000000,0.000000000
SE-C01-009-A0050,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,98.000000000,100.000000000,2.000000000,0.075050452,0.000000000,0.000000000
SE-C01-009-A0051,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,100.000000000,102.000000000,2.000000000,0.069998176,0.000000000,0.000000000
SE-C01-009-A0052,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,102.000000000,104.000000000,2.000000000,0.076061466,0.000000000,0.000000000
SE-C01-009-A0053,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,104.000000000,106.000000000,2.000000000,0.076739363,0.000000000,0.000000000
SE-C01-009-A0054,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,106.000000000,108.000000000,2.000000000,0.076074829,0.000000000,0.000000000
SE-C01-009-A0055,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,108.000000000,110.000000000,2.000000000,0.078589943,0.000000000,0.000000000
SE-C01-009-A0056,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,110.000000000,112.000000000,2.000000000,0.077766560,0.000000000,0.000000000
SE-C01-009-A0057,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,112.000000000,114.000000000,2.000000000,0.070813560,0.000000000,0.000000000
SE-C01-009-A0058,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,114.000000000,116.000000000,2.000000000,0.070335942,0.000000000,0.000000000
SE-C01-009-A0059,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,116.000000000,118.000000000,2.000000000,0.073479819,0.000000000,0.000000000
SE-C01-009-A0060,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,118.000000000,120.000000000,2.000000000,0.074321926,0.000000000,0.000000000
SE-C01-009-A0061,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,120.000000000,122.000000000,2.000000000,0.079398487,0.000000000,0.000000000
SE-C01-009-A0062,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,122.000000000,124.000000000,2.000000000,0.071396889,0.000000000,0.000000000
SE-C01-009-A0063,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,124.000000000,126.000000000,2.000000000,0.077566658,0.000000000,0.000000000
SE-C01-009-A0064,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,126.000000000,128.000000000,2.000000000,0.078413530,0.000000000,0.000000000
SE-C01-009-A0065,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,128.000000000,130.000000000,2.000000000,0.077586164,0.000000000,0.000000000
SE-C01-009-A0066,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,130.000000000,132.000000000,2.000000000,0.070753414,0.000000000,0.000000000
SE-C01-009-A0067,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,132.000000000,134.000000000,2.000000000,0.071540818,0.000000000,0.000000000
SE-C01-009-A0068,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,134.000000000,136.000000000,2.000000000,0.079312407,0.000000000,0.000000000
SE-C01-009-A0069,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,136.000000000,138.000000000,2.000000000,0.072048451,0.000000000,0.000000000
SE-C01-009-A0070,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,138.000000000,140.000000000,2.000000000,0.076236359,0.000000000,0.000000000
SE-C01-009-A0071,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,140.000000000,142.000000000,2.000000000,0.074110946,0.000000000,0.000000000
SE-C01-009-A0072,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,142.000000000,144.000000000,2.000000000,0.079829617,0.000000000,0.000000000
SE-C01-009-A0073,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,144.000000000,146.000000000,2.000000000,0.074405259,0.000000000,0.000000000
SE-C01-009-A0074,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,146.000000000,148.000000000,2.000000000,0.076205442,0.000000000,0.000000000
SE-C01-009-A0075,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,148.000000000,150.000000000,2.000000000,0.072916191,0.000000000,0.000000000
SE-C01-009-A0076,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,150.000000000,152.000000000,2.000000000,0.074974527,0.000000000,0.000000000
SE-C01-009-A0077,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,152.000000000,154.000000000,2.000000000,0.071749478,0.000000000,0.000000000
SE-C01-009-A0078,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,154.000000000,156.000000000,2.000000000,0.070646527,0.000000000,0.000000000
SE-C01-009-A0079,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,156.000000000,158.000000000,2.000000000,0.072872297,0.000000000,0.000000000
SE-C01-009-A0080,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,158.000000000,160.000000000,2.000000000,0.074511589,0.000000000,0.000000000
SE-C01-009-A0081,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,160.000000000,162.000000000,2.000000000,0.065762492,0.000000000,0.000000000
SE-C01-009-A0082,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,162.000000000,164.000000000,2.000000000,0.067079389,0.000000000,0.000000000
SE-C01-009-A0083,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,164.000000000,166.000000000,2.000000000,0.072876577,0.000000000,0.000000000
SE-C01-009-A0084,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,166.000000000,168.000000000,2.000000000,0.072358105,0.000000000,0.000000000
SE-C01-009-A0085,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,168.000000000,170.000000000,2.000000000,0.069306960,0.000000000,0.000000000
SE-C01-009-A0086,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,170.000000000,172.000000000,2.000000000,0.076492995,0.000000000,0.000000000
SE-C01-009-A0087,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,172.000000000,174.000000000,2.000000000,0.067555245,0.000000000,0.000000000
SE-C01-009-A0088,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,174.000000000,176.000000000,2.000000000,0.068538791,0.000000000,0.000000000
SE-C01-009-A0089,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,176.000000000,178.000000000,2.000000000,0.065088534,0.000000000,0.000000000
SE-C01-009-A0090,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,178.000000000,180.000000000,2.000000000,0.070500814,0.000000000,0.000000000
SE-C01-009-A0091,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,180.000000000,182.000000000,2.000000000,0.075545737,0.000000000,0.000000000
SE-C01-009-A0092,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,182.000000000,184.000000000,2.000000000,0.070337462,0.000000000,0.000000000
SE-C01-009-A0093,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,184.000000000,186.000000000,2.000000000,0.064905875,0.000000000,0.000000000
SE-C01-009-A0094,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,186.000000000,188.000000000,2.000000000,0.070522794,0.000000000,0.000000000
SE-C01-009-A0095,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,188.000000000,190.000000000,2.000000000,0.065555096,0.000000000,0.000000000
SE-C01-009-A0096,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,190.000000000,192.000000000,2.000000000,0.066720427,0.000000000,0.000000000
SE-C01-009-A0097,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,192.000000000,194.000000000,2.000000000,0.067518685,0.000000000,0.000000000
SE-C01-009-A0098,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,194.000000000,196.000000000,2.000000000,0.065208595,0.000000000,0.000000000
SE-C01-009-A0099,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,196.000000000,198.000000000,2.000000000,0.069346266,0.000000000,0.000000000
SE-C01-009-A0100,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,198.000000000,200.000000000,2.000000000,0.069692432,0.000000000,0.000000000
SE-C01-009-A0101,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,200.000000000,202.000000000,2.000000000,0.064818381,0.000000000,0.000000000
SE-C01-009-A0102,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,202.000000000,204.000000000,2.000000000,0.066037593,0.000000000,0.000000000
SE-C01-009-A0103,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,204.000000000,206.000000000,2.000000000,0.065775750,0.000000000,0.000000000
SE-C01-009-A0104,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,206.000000000,208.000000000,2.000000000,0.058228018,0.000000000,0.000000000
SE-C01-009-A0105,SE-C01-009,DS05,santa_elena,CAMPAIGN_01,208.000000000,210.000000000,2.000000000,0.054558084,0.000000000,0.000000000
SE-C01-010-A0001,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,0.000000000,2.000000000,2.000000000,0.194483692,0.000000000,0.000000000
SE-C01-010-A0002,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,2.000000000,4.000000000,2.000000000,0.193717091,0.000000000,0.000000000
SE-C01-010-A0003,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,4.000000000,6.000000000,2.000000000,0.197790624,0.000000000,0.000000000
SE-C01-010-A0004,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,6.000000000,8.000000000,2.000000000,0.195951213,0.000000000,0.000000000
SE-C01-010-A0005,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,8.000000000,10.000000000,2.000000000,0.198619643,0.000000000,0.000000000
SE-C01-010-A0006,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,10.000000000,12.000000000,2.000000000,0.192596669,0.000000000,0.000000000
SE-C01-010-A0007,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,12.000000000,14.000000000,2.000000000,0.212950768,0.000000000,0.000000000
SE-C01-010-A0008,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,14.000000000,16.000000000,2.000000000,0.217011657,0.000000000,0.000000000
SE-C01-010-A0009,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,16.000000000,18.000000000,2.000000000,0.227649767,0.000000000,0.000000000
SE-C01-010-A0010,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,18.000000000,20.000000000,2.000000000,0.239952449,0.000000000,0.000000000
SE-C01-010-A0011,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,20.000000000,22.000000000,2.000000000,0.228826585,0.000000000,0.000000000
SE-C01-010-A0012,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,22.000000000,24.000000000,2.000000000,0.259796213,0.000000000,0.000000000
SE-C01-010-A0013,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,24.000000000,26.000000000,2.000000000,0.241770366,0.000000000,0.000000000
SE-C01-010-A0014,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,26.000000000,28.000000000,2.000000000,0.253184580,0.000000000,0.000000000
SE-C01-010-A0015,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,28.000000000,30.000000000,2.000000000,0.251748616,0.000000000,0.000000000
SE-C01-010-A0016,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,30.000000000,32.000000000,2.000000000,0.262065545,0.000000000,0.000000000
SE-C01-010-A0017,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,32.000000000,34.000000000,2.000000000,0.265478819,0.000000000,0.000000000
SE-C01-010-A0018,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,34.000000000,36.000000000,2.000000000,0.273967718,0.000000000,0.000000000
SE-C01-010-A0019,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,36.000000000,38.000000000,2.000000000,0.262942602,0.000000000,0.000000000
SE-C01-010-A0020,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,38.000000000,40.000000000,2.000000000,0.274452511,0.000000000,0.000000000
SE-C01-010-A0021,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,40.000000000,42.000000000,2.000000000,0.287283776,0.000000000,0.000000000
SE-C01-010-A0022,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,42.000000000,44.000000000,2.000000000,0.282873782,0.000000000,0.000000000
SE-C01-010-A0023,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,44.000000000,46.000000000,2.000000000,0.300050520,0.000000000,0.000000000
SE-C01-010-A0024,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,46.000000000,48.000000000,2.000000000,0.253515354,0.000000000,0.000000000
SE-C01-010-A0025,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,48.000000000,50.000000000,2.000000000,0.291226705,0.000000000,0.000000000
SE-C01-010-A0026,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,50.000000000,52.000000000,2.000000000,0.309896348,0.000000000,0.000000000
SE-C01-010-A0027,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,52.000000000,54.000000000,2.000000000,0.324057991,0.000000000,0.000000000
SE-C01-010-A0028,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,54.000000000,56.000000000,2.000000000,0.290179095,0.000000000,0.000000000
SE-C01-010-A0029,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,56.000000000,58.000000000,2.000000000,0.313569203,0.000000000,0.000000000
SE-C01-010-A0030,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,58.000000000,60.000000000,2.000000000,0.309987831,0.000000000,0.000000000
SE-C01-010-A0031,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,60.000000000,62.000000000,2.000000000,0.339669139,0.000000000,0.000000000
SE-C01-010-A0032,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,62.000000000,64.000000000,2.000000000,0.328646561,0.000000000,0.000000000
SE-C01-010-A0033,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,64.000000000,66.000000000,2.000000000,0.336608739,0.000000000,0.000000000
SE-C01-010-A0034,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,66.000000000,68.000000000,2.000000000,0.330923488,0.000000000,0.000000000
SE-C01-010-A0035,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,68.000000000,70.000000000,2.000000000,0.367664965,0.000000000,0.000000000
SE-C01-010-A0036,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,70.000000000,72.000000000,2.000000000,0.360977613,0.000000000,0.000000000
SE-C01-010-A0037,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,72.000000000,74.000000000,2.000000000,0.359209592,0.000000000,0.000000000
SE-C01-010-A0038,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,74.000000000,76.000000000,2.000000000,0.349007948,0.000000000,0.000000000
SE-C01-010-A0039,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,76.000000000,78.000000000,2.000000000,0.373326877,0.000000000,0.000000000
SE-C01-010-A0040,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,78.000000000,80.000000000,2.000000000,0.380692922,0.000000000,0.000000000
SE-C01-010-A0041,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,80.000000000,82.000000000,2.000000000,0.359551958,0.000000000,0.000000000
SE-C01-010-A0042,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,82.000000000,84.000000000,2.000000000,0.361518124,0.000000000,0.000000000
SE-C01-010-A0043,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,84.000000000,86.000000000,2.000000000,0.358292979,0.000000000,0.000000000
SE-C01-010-A0044,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,86.000000000,88.000000000,2.000000000,0.376610665,0.000000000,0.000000000
SE-C01-010-A0045,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,88.000000000,90.000000000,2.000000000,0.410438407,0.000000000,0.000000000
SE-C01-010-A0046,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,90.000000000,92.000000000,2.000000000,0.408429570,0.000000000,0.000000000
SE-C01-010-A0047,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,92.000000000,94.000000000,2.000000000,0.395543477,0.000000000,0.000000000
SE-C01-010-A0048,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,94.000000000,96.000000000,2.000000000,0.416081868,0.000000000,0.000000000
SE-C01-010-A0049,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,96.000000000,98.000000000,2.000000000,0.388242364,0.000000000,0.000000000
SE-C01-010-A0050,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,98.000000000,100.000000000,2.000000000,0.425297777,0.000000000,0.000000000
SE-C01-010-A0051,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,100.000000000,102.000000000,2.000000000,0.429124381,0.000000000,0.000000000
SE-C01-010-A0052,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,102.000000000,104.000000000,2.000000000,0.420336722,0.000000000,0.000000000
SE-C01-010-A0053,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,104.000000000,106.000000000,2.000000000,0.403410338,0.000000000,0.000000000
SE-C01-010-A0054,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,106.000000000,108.000000000,2.000000000,0.435283486,0.000000000,0.000000000
SE-C01-010-A0055,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,108.000000000,110.000000000,2.000000000,0.416002167,0.000000000,0.000000000
SE-C01-010-A0056,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,110.000000000,112.000000000,2.000000000,0.411386446,0.000000000,0.000000000
SE-C01-010-A0057,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,112.000000000,114.000000000,2.000000000,0.416987560,0.000000000,0.000000000
SE-C01-010-A0058,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,114.000000000,116.000000000,2.000000000,0.435535917,0.000000000,0.000000000
SE-C01-010-A0059,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,116.000000000,118.000000000,2.000000000,0.433167073,0.000000000,0.000000000
SE-C01-010-A0060,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,118.000000000,120.000000000,2.000000000,0.458786112,0.000000000,0.000000000
SE-C01-010-A0061,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,120.000000000,122.000000000,2.000000000,0.483187980,0.000000000,0.000000000
SE-C01-010-A0062,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,122.000000000,124.000000000,2.000000000,0.406708180,0.000000000,0.000000000
SE-C01-010-A0063,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,124.000000000,126.000000000,2.000000000,0.406523735,0.000000000,0.000000000
SE-C01-010-A0064,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,126.000000000,128.000000000,2.000000000,0.458645950,0.000000000,0.000000000
SE-C01-010-A0065,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,128.000000000,130.000000000,2.000000000,0.428030084,0.000000000,0.000000000
SE-C01-010-A0066,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,130.000000000,132.000000000,2.000000000,0.452192910,0.000000000,0.000000000
SE-C01-010-A0067,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,132.000000000,134.000000000,2.000000000,0.467098663,0.000000000,0.000000000
SE-C01-010-A0068,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,134.000000000,136.000000000,2.000000000,0.455429591,0.000000000,0.000000000
SE-C01-010-A0069,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,136.000000000,138.000000000,2.000000000,0.472242757,0.000000000,0.000000000
SE-C01-010-A0070,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,138.000000000,140.000000000,2.000000000,0.451332114,0.000000000,0.000000000
SE-C01-010-A0071,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,140.000000000,142.000000000,2.000000000,0.450656381,0.000000000,0.000000000
SE-C01-010-A0072,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,142.000000000,144.000000000,2.000000000,0.451358171,0.000000000,0.000000000
SE-C01-010-A0073,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,144.000000000,146.000000000,2.000000000,0.468806854,0.000000000,0.000000000
SE-C01-010-A0074,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,146.000000000,148.000000000,2.000000000,0.462779487,0.000000000,0.000000000
SE-C01-010-A0075,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,148.000000000,150.000000000,2.000000000,0.473503874,0.000000000,0.000000000
SE-C01-010-A0076,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,150.000000000,152.000000000,2.000000000,0.447442465,0.000000000,0.000000000
SE-C01-010-A0077,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,152.000000000,154.000000000,2.000000000,0.455856218,0.000000000,0.000000000
SE-C01-010-A0078,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,154.000000000,156.000000000,2.000000000,0.480676790,0.000000000,0.000000000
SE-C01-010-A0079,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,156.000000000,158.000000000,2.000000000,0.475326186,0.000000000,0.000000000
SE-C01-010-A0080,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,158.000000000,160.000000000,2.000000000,0.465614409,0.000000000,0.000000000
SE-C01-010-A0081,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,160.000000000,162.000000000,2.000000000,0.442172708,0.000000000,0.000000000
SE-C01-010-A0082,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,162.000000000,164.000000000,2.000000000,0.485199598,0.000000000,0.000000000
SE-C01-010-A0083,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,164.000000000,166.000000000,2.000000000,0.463779677,0.000000000,0.000000000
SE-C01-010-A0084,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,166.000000000,168.000000000,2.000000000,0.462984503,0.000000000,0.000000000
SE-C01-010-A0085,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,168.000000000,170.000000000,2.000000000,0.476123825,0.000000000,0.000000000
SE-C01-010-A0086,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,170.000000000,172.000000000,2.000000000,0.454304254,0.000000000,0.000000000
SE-C01-010-A0087,SE-C01-010,DS05,santa_elena,CAMPAIGN_01,172.000000000,174.000000000,2.000000000,0.473057976,0.000000000,0.000000000
