hole_id,dataset_id,project_id,campaign_id,depth_m,azimuth_deg,dip_deg
SE-C03-006,DS05,santa_elena,CAMPAIGN_03,80.000000000,198.434948823,-60.836341980
SE-C03-006,DS05,santa_elena,CAMPAIGN_03,120.000000000,198.434948823,-60.836341980
SE-C03-006,DS05,santa_elena,CAMPAIGN_03,160.000000000,198.434948823,-60.836341980
SE-C03-006,DS05,santa_elena,CAMPAIGN_03,200.000000000,198.434948823,-60.836341980
SE-C03-006,DS05,santa_elena,CAMPAIGN_03,239.679223339,198.434948823,-60.836341980
SE-C03-007,DS05,santa_elena,CAMPAIGN_03,0.000000000,309.805571092,-73.519528456
SE-C03-007,DS05,santa_elena,CAMPAIGN_03,40.000000000,309.805571092,-73.519528456
SE-C03-007,DS05,santa_elena,CAMPAIGN_03,80.000000000,309.805571092,-73.519528456
SE-C03-007,DS05,santa_elena,CAMPAIGN_03,120.000000000,309.805571092,-73.519528456
SE-C03-007,DS05,santa_elena,CAMPAIGN_03,160.000000000,309.805571092,-73.519528456
SE-C03-007,DS05,santa_elena,CAMPAIGN_03,200.000000000,309.805571092,-73.519528456
SE-C03-007,DS05,santa_elena,CAMPAIGN_03,240.000000000,309.805571092,-73.519528456
SE-C03-007,DS05,santa_elena,CAMPAIGN_03,280.000000000,309.805571092,-73.519528456
SE-C03-007,DS05,santa_elena,CAMPAIGN_03,320.000000000,309.805571092,-73.519528456
SE-C03-007,DS05,santa_elena,CAMPAIGN_03,320.310733536,309.805571092,-73.519528456
SE-C03-008,DS05,santa_elena,CAMPAIGN_03,0.000000000,230.194428908,-68.668734164
SE-C03-008,DS05,santa_elena,CAMPAIGN_03,40.000000000,230.194428908,-68.668734164
SE-C03-008,DS05,santa_elena,CAMPAIGN_03,80.000000000,230.194428908,-68.668734164
SE-C03-008,DS05,santa_elena,CAMPAIGN_03,120.000000000,230.194428908,-68.668734164
SE-C03-008,DS05,santa_elena,CAMPAIGN_03,160.000000000,230.194428908,-68.668734164
SE-C03-008,DS05,santa_elena,CAMPAIGN_03,200.000000000,230.194428908,-68.668734164
SE-C03-008,DS05,santa_elena,CAMPAIGN_03,240.000000000,230.194428908,-68.668734164
SE-C03-008,DS05,santa_elena,CAMPAIGN_03,259.709105536,230.194428908,-68.668734164
